year,area_code,area,ethnic_group,number,denominator,percent,confidence
2005,K03000001,Great Britain,White,"25,179,200","33,923,400",74.2,0.3
2005,K02000001,United Kingdom,White,"25,912,400","35,019,200",74,0.3
2005,E09000001,City of London,Minority,,,,
2005,E09000002,Barking and Dagenham,Minority,"16,500","27,700",59.7,12.6
2005,E09000003,Barnet,Minority,"44,300","70,400",63,12.3
2005,E09000004,Bexley,Minority,"12,100","15,900",76.1,17.5
2005,E09000005,Brent,Minority,"65,300","107,100",61,8.7
2005,E09000006,Bromley,Minority,"15,600","22,000",70.8,17.7
2005,E09000007,Camden,Minority,"22,400","50,000",44.8,12.1
2005,E09000008,Croydon,Minority,"47,400","74,900",63.2,10.3
2005,E09000009,Ealing,Minority,"58,600","100,900",58.1,8.7
2005,E09000010,Enfield,Minority,"28,800","48,300",59.6,13.3
2005,E09000011,Greenwich,Minority,"26,600","41,800",63.7,11.5
2005,E09000012,Hackney,Minority,"25,100","67,100",37.4,9.1
2005,E09000013,Hammersmith and Fulham,Minority,"18,000","32,000",56.3,11.6
2005,E09000014,Haringey,Minority,"31,100","57,200",54.3,9.7
2005,E09000015,Harrow,Minority,"50,500","74,000",68.2,9.3
2005,E09000016,Havering,Minority,"7,400","11,500",64.1,24.1
2005,E09000017,Hillingdon,Minority,"27,100","46,500",58.3,12.2
2005,E09000018,Hounslow,Minority,"41,700","64,700",64.4,9.5
2005,E09000019,Islington,Minority,"17,000","32,600",52.1,12.5
2005,E09000020,Kensington and Chelsea,Minority,"17,800","33,200",53.8,12
2005,E09000021,Kingston upon Thames,Minority,"12,000","19,300",62.4,15.1
2005,E09000022,Lambeth,Minority,"40,200","78,100",51.5,10.5
2005,E09000023,Lewisham,Minority,"39,300","64,100",61.3,10.1
2005,E09000024,Merton,Minority,"21,900","35,300",62.1,13
2005,E09000025,Newham,Minority,"58,000","108,600",53.4,7.7
2005,E09000026,Redbridge,Minority,"38,500","69,900",55.1,10.2
2005,E09000027,Richmond upon Thames,Minority,"8,400","11,800",71.2,18.7
2005,E09000028,Southwark,Minority,"35,600","65,800",54.1,10.9
2005,E09000029,Sutton,Minority,"14,000","16,800",83.3,13.5
2005,E09000030,Tower Hamlets,Minority,"34,800","80,500",43.2,8
2005,E09000031,Waltham Forest,Minority,"41,000","68,200",60.1,9.1
2005,E09000032,Wandsworth,Minority,"24,800","42,600",58.1,15.4
2005,E09000033,Westminster,Minority,"26,900","56,700",47.3,10.4
2005,E13000001,Inner London,Minority,"390,900","768,600",50.9,2.9
2005,E13000002,Outer London,Minority,"577,700","926,900",62.3,2.7
2005,E12000001,North East,Minority,"31,500","54,300",58.1,6.5
2005,E12000002,North West,Minority,"155,100","287,800",53.9,3.4
2005,E12000003,Yorkshire and The Humber,Minority,"137,000","249,900",54.8,4.7
2005,E12000004,East Midlands,Minority,"135,800","219,100",62,3.8
2005,E12000005,West Midlands,Minority,"227,600","417,000",54.6,3.4
2005,E12000006,East,Minority,"149,000","221,100",67.4,3.5
2005,E12000007,London,Minority,"968,600","1,695,500",57.1,2
2005,E12000008,South East,Minority,"222,300","323,500",68.7,2.7
2005,E12000009,South West,Minority,"62,000","89,100",69.6,5.6
2005,W92000004,Wales,Minority,"25,900","50,000",51.9,6.9
2005,S92000003,Scotland,Minority,"48,500","83,500",58,6.5
2005,N92000002,Northern Ireland,Minority,"7,900","9,200",85.2,17.9
2005,E92000001,England,Minority,"2,089,000","3,557,200",58.7,1.1
2005,K04000001,England and Wales,Minority,"2,114,900","3,607,200",58.6,1.1
2005,K03000001,Great Britain,Minority,"2,163,400","3,690,800",58.6,1.1
2005,K02000001,United Kingdom,Minority,"2,171,200","3,700,000",58.7,1.1
2005,E09000001,City of London,Mixed,,,,
2005,E09000002,Barking and Dagenham,Mixed,500,"1,000",54.7,
2005,E09000003,Barnet,Mixed,"3,900","4,800",80.3,
2005,E09000004,Bexley,Mixed,,900,,
2005,E09000005,Brent,Mixed,"1,500","2,100",73.9,
2005,E09000006,Bromley,Mixed,,,,
2005,E09000007,Camden,Mixed,"1,500","2,600",57.6,
2005,E09000008,Croydon,Mixed,"8,300","10,900",75.7,25.5
2005,E09000009,Ealing,Mixed,"1,900","2,700",70.8,
2005,E09000010,Enfield,Mixed,,"1,400",,
2005,E09000011,Greenwich,Mixed,"2,300","4,100",56.6,37.2
2005,E09000012,Hackney,Mixed,"2,000","3,700",54.3,
2005,E09000013,Hammersmith and Fulham,Mixed,900,"2,000",46.9,
2005,E09000014,Haringey,Mixed,"3,300","4,300",77.9,31.2
2005,E09000015,Harrow,Mixed,"1,400","2,100",70.2,
2005,E09000016,Havering,Mixed,,,,
2005,E09000017,Hillingdon,Mixed,,"1,200",,
2005,E09000018,Hounslow,Mixed,"2,600","4,600",57.2,
2005,E09000019,Islington,Mixed,"1,600","3,600",45,
2005,E09000020,Kensington and Chelsea,Mixed,"1,700","2,900",57.1,
2005,E09000021,Kingston upon Thames,Mixed,"1,100","1,600",69.8,
2005,E09000022,Lambeth,Mixed,"3,600","6,000",59.5,
2005,E09000023,Lewisham,Mixed,"3,900","6,400",60.4,33.9
2005,E09000024,Merton,Mixed,"2,000","2,700",73.2,
2005,E09000025,Newham,Mixed,"1,600","2,600",61.4,
2005,E09000026,Redbridge,Mixed,,"1,800",,
2005,E09000027,Richmond upon Thames,Mixed,"1,800","3,000",60,39.2
2005,E09000028,Southwark,Mixed,"1,900","4,800",39,
2005,E09000029,Sutton,Mixed,700,700,100,
2005,E09000030,Tower Hamlets,Mixed,"1,200","2,500",45.4,
2005,E09000031,Waltham Forest,Mixed,"1,900","2,700",72.6,
2005,E09000032,Wandsworth,Mixed,"1,900","1,900",100,
2005,E09000033,Westminster,Mixed,"1,300","2,200",58.6,
2005,E13000001,Inner London,Mixed,"26,300","45,500",57.8,11.8
2005,E13000002,Outer London,Mixed,"32,500","49,100",66.1,11.3
2005,E12000001,North East,Mixed,"2,800","4,200",66.8,22
2005,E12000002,North West,Mixed,"14,500","25,600",56.5,11.8
2005,E12000003,Yorkshire and The Humber,Mixed,"10,200","16,900",60.5,17.5
2005,E12000004,East Midlands,Mixed,"9,100","16,300",55.9,14.3
2005,E12000005,West Midlands,Mixed,"16,000","28,500",56.1,13.4
2005,E12000006,East,Mixed,"13,800","19,800",69.5,11.6
2005,E12000007,London,Mixed,"58,700","94,600",62.1,8.2
2005,E12000008,South East,Mixed,"27,500","36,800",74.9,7.8
2005,E12000009,South West,Mixed,"8,600","14,100",60.9,14.6
2005,W92000004,Wales,Mixed,"5,100","9,000",56.2,15.6
2005,S92000003,Scotland,Mixed,"3,700","6,800",53.9,19.6
2005,N92000002,Northern Ireland,Mixed,"1,100","1,500",70.1,
2005,E92000001,England,Mixed,"161,200","256,800",62.8,4
2005,K04000001,England and Wales,Mixed,"166,300","265,800",62.6,3.8
2005,K03000001,Great Britain,Mixed,"170,000","272,700",62.3,3.8
2005,K02000001,United Kingdom,Mixed,"171,100","274,200",62.4,3.8
2005,E09000001,City of London,Indian,,,,
2005,E09000002,Barking and Dagenham,Indian,"2,200","4,200",52.3,34.6
2005,E09000003,Barnet,Indian,"12,100","17,900",67.4,23.5
2005,E09000004,Bexley,Indian,"3,600","4,000",89.6,25.2
2005,E09000005,Brent,Indian,"31,300","44,000",71.2,12.5
2005,E09000006,Bromley,Indian,"3,400","5,200",65,38.1
2005,E09000007,Camden,Indian,"2,900","5,200",56.3,
2005,E09000008,Croydon,Indian,"6,100","10,200",60.5,28.6
2005,E09000009,Ealing,Indian,"18,300","28,500",64.4,16
2005,E09000010,Enfield,Indian,"4,600","7,100",64.7,34
2005,E09000011,Greenwich,Indian,"3,800","5,200",74.1,29.6
2005,E09000012,Hackney,Indian,"2,500","6,000",41.4,
2005,E09000013,Hammersmith and Fulham,Indian,"1,000","1,700",61.6,
2005,E09000014,Haringey,Indian,"2,600","4,800",55,34.4
2005,E09000015,Harrow,Indian,"28,400","39,400",72.1,12.3
2005,E09000016,Havering,Indian,"1,900","3,300",57.1,
2005,E09000017,Hillingdon,Indian,"13,200","17,600",74.7,17.4
2005,E09000018,Hounslow,Indian,"18,900","26,900",70.3,14.1
2005,E09000019,Islington,Indian,"2,100","2,100",100,
2005,E09000020,Kensington and Chelsea,Indian,"1,800","2,500",71.7,
2005,E09000021,Kingston upon Thames,Indian,"2,200","3,200",69.6,36.8
2005,E09000022,Lambeth,Indian,"2,600","2,600",100,
2005,E09000023,Lewisham,Indian,"1,900","3,100",61.3,
2005,E09000024,Merton,Indian,"3,200","4,500",72.1,34.7
2005,E09000025,Newham,Indian,"14,500","25,700",56.6,15.9
2005,E09000026,Redbridge,Indian,"20,600","31,900",64.6,14.6
2005,E09000027,Richmond upon Thames,Indian,900,900,100,
2005,E09000028,Southwark,Indian,,700,,
2005,E09000029,Sutton,Indian,"3,800","4,400",86.1,25.3
2005,E09000030,Tower Hamlets,Indian,"2,400","3,200",76.9,36.2
2005,E09000031,Waltham Forest,Indian,"3,300","5,300",63.2,32.6
2005,E09000032,Wandsworth,Indian,"4,000","5,400",73.9,
2005,E09000033,Westminster,Indian,"3,100","4,000",78.1,34.2
2005,E13000001,Inner London,Indian,"41,600","67,000",62,9.6
2005,E13000002,Outer London,Indian,"182,000","263,700",69,4.9
2005,E12000001,North East,Indian,"5,800","7,900",73.3,14.9
2005,E12000002,North West,Indian,"28,000","46,900",59.6,7.6
2005,E12000003,Yorkshire and The Humber,Indian,"33,000","44,800",73.7,10.2
2005,E12000004,East Midlands,Indian,"60,200","90,600",66.4,5.8
2005,E12000005,West Midlands,Indian,"81,800","125,400",65.2,5.5
2005,E12000006,East,Indian,"34,500","44,100",78.2,7
2005,E12000007,London,Indian,"223,600","330,700",67.6,4.4
2005,E12000008,South East,Indian,"53,900","73,600",73.3,5.3
2005,E12000009,South West,Indian,"13,800","17,200",80.4,11.5
2005,W92000004,Wales,Indian,"4,000","6,200",64.8,18.8
2005,S92000003,Scotland,Indian,"8,100","10,100",80.1,14.6
2005,N92000002,Northern Ireland,Indian,"1,800","1,800",100,
2005,E92000001,England,Indian,"534,500","781,200",68.4,2.2
2005,K04000001,England and Wales,Indian,"538,600","787,400",68.4,2.2
2005,K03000001,Great Britain,Indian,"546,700","797,600",68.5,2.2
2005,K02000001,United Kingdom,Indian,"548,500","799,400",68.6,2.2
2005,E09000001,City of London,Pakistani/Bangladeshi,,,,
2005,E09000002,Barking and Dagenham,Pakistani/Bangladeshi,"1,700","3,300",53,
2005,E09000003,Barnet,Pakistani/Bangladeshi,"2,800","4,700",60.1,
2005,E09000004,Bexley,Pakistani/Bangladeshi,,,,
2005,E09000005,Brent,Pakistani/Bangladeshi,"6,400","13,200",48.5,26.2
2005,E09000006,Bromley,Pakistani/Bangladeshi,"1,900","2,300",84,
2005,E09000007,Camden,Pakistani/Bangladeshi,"4,800","10,300",46.3,26.5
2005,E09000008,Croydon,Pakistani/Bangladeshi,"2,600","6,500",40.2,
2005,E09000009,Ealing,Pakistani/Bangladeshi,"7,500","15,000",50.1,22.8
2005,E09000010,Enfield,Pakistani/Bangladeshi,,"1,400",,
2005,E09000011,Greenwich,Pakistani/Bangladeshi,,,,
2005,E09000012,Hackney,Pakistani/Bangladeshi,"1,000","3,800",26.5,
2005,E09000013,Hammersmith and Fulham,Pakistani/Bangladeshi,,500,,
2005,E09000014,Haringey,Pakistani/Bangladeshi,"2,300","5,300",43.8,
2005,E09000015,Harrow,Pakistani/Bangladeshi,"1,300","2,500",51.3,
2005,E09000016,Havering,Pakistani/Bangladeshi,"1,800","2,400",76.2,
2005,E09000017,Hillingdon,Pakistani/Bangladeshi,,"2,900",,
2005,E09000018,Hounslow,Pakistani/Bangladeshi,"2,600","5,300",48.3,34.6
2005,E09000019,Islington,Pakistani/Bangladeshi,"1,300","3,100",40.5,
2005,E09000020,Kensington and Chelsea,Pakistani/Bangladeshi,,,,
2005,E09000021,Kingston upon Thames,Pakistani/Bangladeshi,900,"1,800",51.8,
2005,E09000022,Lambeth,Pakistani/Bangladeshi,,"2,100",,
2005,E09000023,Lewisham,Pakistani/Bangladeshi,"3,500","5,600",61.9,34.5
2005,E09000024,Merton,Pakistani/Bangladeshi,"1,300","2,100",61.8,
2005,E09000025,Newham,Pakistani/Bangladeshi,"14,100","35,300",40,13.3
2005,E09000026,Redbridge,Pakistani/Bangladeshi,"3,900","13,100",29.4,21.8
2005,E09000027,Richmond upon Thames,Pakistani/Bangladeshi,600,"1,000",66.8,
2005,E09000028,Southwark,Pakistani/Bangladeshi,"2,800","4,900",57.4,
2005,E09000029,Sutton,Pakistani/Bangladeshi,800,"1,300",58.3,
2005,E09000030,Tower Hamlets,Pakistani/Bangladeshi,"15,800","48,600",32.6,9.7
2005,E09000031,Waltham Forest,Pakistani/Bangladeshi,"9,100","19,500",46.9,17.6
2005,E09000032,Wandsworth,Pakistani/Bangladeshi,"2,300","6,600",34.5,
2005,E09000033,Westminster,Pakistani/Bangladeshi,"2,900","5,500",53.2,34.6
2005,E13000001,Inner London,Pakistani/Bangladeshi,"52,000","132,100",39.4,6.6
2005,E13000002,Outer London,Pakistani/Bangladeshi,"46,800","98,800",47.3,8.4
2005,E12000001,North East,Pakistani/Bangladeshi,"7,200","14,800",48.4,12.5
2005,E12000002,North West,Pakistani/Bangladeshi,"47,200","109,200",43.3,5.4
2005,E12000003,Yorkshire and The Humber,Pakistani/Bangladeshi,"48,800","113,400",43,7.1
2005,E12000004,East Midlands,Pakistani/Bangladeshi,"13,800","28,200",48.9,11.1
2005,E12000005,West Midlands,Pakistani/Bangladeshi,"44,200","115,700",38.2,7
2005,E12000006,East,Pakistani/Bangladeshi,"17,800","39,700",44.9,8.8
2005,E12000007,London,Pakistani/Bangladeshi,"98,800","230,900",42.8,5.2
2005,E12000008,South East,Pakistani/Bangladeshi,"31,300","54,200",57.8,7
2005,E12000009,South West,Pakistani/Bangladeshi,"2,300","4,500",52,28.2
2005,W92000004,Wales,Pakistani/Bangladeshi,"3,600","7,000",50.9,19.7
2005,S92000003,Scotland,Pakistani/Bangladeshi,"12,500","25,500",49.1,12.9
2005,N92000002,Northern Ireland,Pakistani/Bangladeshi,800,800,100,
2005,E92000001,England,Pakistani/Bangladeshi,"311,400","710,400",43.8,2.5
2005,K04000001,England and Wales,Pakistani/Bangladeshi,"314,900","717,400",43.9,2.5
2005,K03000001,Great Britain,Pakistani/Bangladeshi,"327,400","742,900",44.1,2.4
2005,K02000001,United Kingdom,Pakistani/Bangladeshi,"328,300","743,800",44.1,2.4
2005,E09000001,City of London,Black,,,,
2005,E09000002,Barking and Dagenham,Black,"8,700","13,700",63.3,17.7
2005,E09000003,Barnet,Black,"9,100","15,000",60.8,27.2
2005,E09000004,Bexley,Black,"5,000","6,400",77.1,27.7
2005,E09000005,Brent,Black,"11,500","24,800",46.2,18.7
2005,E09000006,Bromley,Black,"5,600","7,800",71.5,29.8
2005,E09000007,Camden,Black,"5,200","15,200",34.5,21
2005,E09000008,Croydon,Black,"20,900","30,000",69.5,15.4
2005,E09000009,Ealing,Black,"13,000","22,400",57.9,18.3
2005,E09000010,Enfield,Black,"18,200","27,500",66.2,17
2005,E09000011,Greenwich,Black,"13,400","19,200",69.6,16.3
2005,E09000012,Hackney,Black,"13,700","34,200",40,12.9
2005,E09000013,Hammersmith and Fulham,Black,"6,200","10,800",57.8,19.4
2005,E09000014,Haringey,Black,"14,400","25,000",57.5,14.5
2005,E09000015,Harrow,Black,"5,300","8,000",66.5,28.7
2005,E09000016,Havering,Black,"2,500","4,000",61.2,
2005,E09000017,Hillingdon,Black,"5,300","9,700",55.2,27.2
2005,E09000018,Hounslow,Black,"3,800","7,300",52.3,29.2
2005,E09000019,Islington,Black,"6,800","13,400",50.6,19.7
2005,E09000020,Kensington and Chelsea,Black,"4,300","8,100",53.1,24.7
2005,E09000021,Kingston upon Thames,Black,,900,,
2005,E09000022,Lambeth,Black,"30,800","58,000",53.2,12.2
2005,E09000023,Lewisham,Black,"22,200","34,900",63.5,13.5
2005,E09000024,Merton,Black,"6,500","10,000",64.7,23.4
2005,E09000025,Newham,Black,"16,900","27,000",62.6,14.9
2005,E09000026,Redbridge,Black,"6,200","8,800",70.7,26.2
2005,E09000027,Richmond upon Thames,Black,800,"1,300",65.9,
2005,E09000028,Southwark,Black,"22,700","38,900",58.4,13.8
2005,E09000029,Sutton,Black,"2,500","3,600",71.5,36.1
2005,E09000030,Tower Hamlets,Black,"6,100","12,100",50.9,20.9
2005,E09000031,Waltham Forest,Black,"15,800","25,600",61.4,14.6
2005,E09000032,Wandsworth,Black,"7,900","14,700",54,27.3
2005,E09000033,Westminster,Black,"6,200","12,800",48.5,22.1
2005,E13000001,Inner London,Black,"163,600","305,100",53.6,4.6
2005,E13000002,Outer London,Black,"154,300","246,100",62.7,5.2
2005,E12000001,North East,Black,"2,800","4,500",61.7,22.4
2005,E12000002,North West,Black,"25,900","41,500",62.3,10
2005,E12000003,Yorkshire and The Humber,Black,"24,200","37,700",64.2,12
2005,E12000004,East Midlands,Black,"23,900","37,700",63.3,9.4
2005,E12000005,West Midlands,Black,"47,500","79,100",60,7.8
2005,E12000006,East,Black,"35,300","46,100",76.6,6.8
2005,E12000007,London,Black,"317,900","551,200",57.7,3.5
2005,E12000008,South East,Black,"36,700","48,300",76,6.5
2005,E12000009,South West,Black,"13,100","18,000",72.9,13.1
2005,W92000004,Wales,Black,"2,600","5,500",46.7,22.1
2005,S92000003,Scotland,Black,"3,900","5,500",70.4,21.8
2005,N92000002,Northern Ireland,Black,,800,,
2005,E92000001,England,Black,"527,300","864,100",61,2.4
2005,K04000001,England and Wales,Black,"529,900","869,700",60.9,2.4
2005,K03000001,Great Britain,Black,"533,700","875,200",61,2.4
2005,K02000001,United Kingdom,Black,"534,300","876,000",61,2.4
2005,E09000001,City of London,Other,,,,
2005,E09000002,Barking and Dagenham,Other,"3,400","5,500",61.2,28.5
2005,E09000003,Barnet,Other,"16,500","28,000",58.8,20.4
2005,E09000004,Bexley,Other,"2,900","4,200",68.1,37.3
2005,E09000005,Brent,Other,"14,600","23,000",63.5,18.5
2005,E09000006,Bromley,Other,"4,700","6,400",73.3,33.2
2005,E09000007,Camden,Other,"8,000","16,700",47.7,21.4
2005,E09000008,Croydon,Other,"9,500","17,400",54.7,22.3
2005,E09000009,Ealing,Other,"17,900","32,300",55.3,15.7
2005,E09000010,Enfield,Other,"4,900","10,900",45.2,29.1
2005,E09000011,Greenwich,Other,"6,800","12,700",53.6,22.1
2005,E09000012,Hackney,Other,"5,900","19,400",30.5,16.5
2005,E09000013,Hammersmith and Fulham,Other,"9,600","17,100",56.5,16.2
2005,E09000014,Haringey,Other,"8,400","17,800",47.1,17.5
2005,E09000015,Harrow,Other,"14,100","22,100",63.5,17.7
2005,E09000016,Havering,Other,,"1,200",,
2005,E09000017,Hillingdon,Other,"7,500","15,200",49.2,22.1
2005,E09000018,Hounslow,Other,"13,800","20,700",66.7,16.5
2005,E09000019,Islington,Other,"5,300","10,500",50.5,22.3
2005,E09000020,Kensington and Chelsea,Other,"9,900","19,200",51.3,15.8
2005,E09000021,Kingston upon Thames,Other,"7,400","11,700",62.9,19.5
2005,E09000022,Lambeth,Other,"2,400","9,500",25.6,
2005,E09000023,Lewisham,Other,"7,900","14,100",55.9,21.7
2005,E09000024,Merton,Other,"9,000","16,100",55.9,20.2
2005,E09000025,Newham,Other,"10,800","17,900",60.4,18.6
2005,E09000026,Redbridge,Other,"7,500","14,300",52.8,23
2005,E09000027,Richmond upon Thames,Other,"4,200","5,600",74.5,26.5
2005,E09000028,Southwark,Other,"8,200","16,500",49.6,22.8
2005,E09000029,Sutton,Other,"6,200","6,800",90.8,16.6
2005,E09000030,Tower Hamlets,Other,"9,200","14,100",65.3,19
2005,E09000031,Waltham Forest,Other,"10,800","15,100",71.4,18.4
2005,E09000032,Wandsworth,Other,"8,600","14,000",61.9,25.8
2005,E09000033,Westminster,Other,"13,300","32,200",41.3,13.5
2005,E13000001,Inner London,Other,"107,500","218,900",49.1,5.3
2005,E13000002,Outer London,Other,"162,100","269,300",60.2,5.1
2005,E12000001,North East,Other,"13,000","22,900",56.8,10.5
2005,E12000002,North West,Other,"39,500","64,600",61.2,7.3
2005,E12000003,Yorkshire and The Humber,Other,"20,800","37,100",56,11.6
2005,E12000004,East Midlands,Other,"28,900","46,300",62.3,8.3
2005,E12000005,West Midlands,Other,"38,200","68,200",56,8.1
2005,E12000006,East,Other,"47,600","71,400",66.7,6.3
2005,E12000007,London,Other,"269,600","488,200",55.2,3.7
2005,E12000008,South East,Other,"72,800","110,600",65.8,4.9
2005,E12000009,South West,Other,"24,100","35,300",68.3,8.6
2005,W92000004,Wales,Other,"10,700","22,200",48.1,10.4
2005,S92000003,Scotland,Other,"20,300","35,500",57.1,10
2005,N92000002,Northern Ireland,Other,"3,600","4,300",85,26.1
2005,E92000001,England,Other,"554,600","944,700",58.7,2.2
2005,K04000001,England and Wales,Other,"565,300","966,900",58.5,2.1
2005,K03000001,Great Britain,Other,"585,500","1,002,400",58.4,2.1
2005,K02000001,United Kingdom,Other,"589,200","1,006,700",58.5,2.1
2006,E09000001,City of London,White,"2,300","3,200",72.4,
2006,E09000002,Barking and Dagenham,White,"44,400","71,700",61.9,7.5
2006,E09000003,Barnet,White,"111,100","150,800",73.7,7.1
2006,E09000004,Bexley,White,"89,100","117,700",75.7,6.2
2006,E09000005,Brent,White,"46,600","68,000",68.5,11
2006,E09000006,Bromley,White,"133,800","174,100",76.8,5.9
2006,E09000007,Camden,White,"74,600","102,600",72.7,6.7
2006,E09000008,Croydon,White,"114,500","153,000",74.9,6.4
2006,E09000009,Ealing,White,"85,000","108,500",78.3,6.9
2006,E09000010,Enfield,White,"85,000","120,200",70.7,7.5
2006,E09000011,Greenwich,White,"80,600","118,100",68.3,7
2006,E09000012,Hackney,White,"59,900","85,600",70,7.4
2006,E09000013,Hammersmith and Fulham,White,"70,500","94,700",74.4,6.3
2006,E09000014,Haringey,White,"74,400","99,500",74.8,6.9
2006,E09000015,Harrow,White,"47,300","62,900",75.2,9.2
2006,E09000016,Havering,White,"100,100","135,600",73.9,6.2
